,longitude,latitude,housing_age,total_rooms,total_bedrooms,population,families,average_income,ocean_proximity,house_value
16896,-122.36,37.58,37,3325,734.0,1468,692,4.0987,NEAR OCEAN,434000
16897,-122.37,37.58,43,2506,432.0,967,428,4.7404,NEAR OCEAN,500001
16898,-122.37,37.58,52,1900,290.0,665,276,4.5486,NEAR OCEAN,500001
16899,-122.34,37.59,44,1395,269.0,736,288,5.6206,NEAR OCEAN,386400
16900,-122.33,37.58,40,2362,468.0,992,425,4.7917,NEAR OCEAN,359900
16901,-122.34,37.58,50,2784,743.0,1622,698,3.8413,NEAR OCEAN,372200
16902,-122.35,37.58,52,2495,458.0,1081,471,4.0855,NEAR OCEAN,410800
16903,-122.36,37.59,20,2638,854.0,1352,718,3.5125,NEAR OCEAN,350600
16904,-122.35,37.58,30,5039,1564.0,2129,1536,3.3469,NEAR OCEAN,345000
16905,-122.35,37.58,26,854,246.0,396,231,2.8393,NEAR OCEAN,375000
16906,-122.34,37.57,39,2647,616.0,1254,555,4.2407,NEAR OCEAN,433800
16907,-122.35,37.57,52,2059,345.0,800,308,4.97,NEAR OCEAN,500001
16908,-122.37,37.58,34,2697,313.0,810,279,12.4291,NEAR OCEAN,500001
16909,-122.36,37.57,35,1774,205.0,588,207,10.7339,NEAR OCEAN,500001
16910,-122.36,37.56,32,4684,540.0,1512,511,15.0001,NEAR OCEAN,500001
16911,-122.37,37.56,21,7189,874.0,2440,846,11.6833,NEAR OCEAN,500001
16912,-122.34,37.56,39,3562,391.0,1139,391,12.6417,NEAR OCEAN,500001
16913,-122.34,37.55,25,4470,518.0,1507,504,13.3913,NEAR OCEAN,500001
16914,-122.36,37.54,23,6184,747.0,2165,700,10.1675,NEAR OCEAN,500001
16915,-122.35,37.56,52,1659,191.0,519,201,14.4219,NEAR OCEAN,500001
16916,-122.34,37.57,52,2635,408.0,967,374,7.0422,NEAR OCEAN,500001
16917,-122.34,37.57,52,2547,373.0,876,359,8.2598,NEAR OCEAN,500001
16918,-122.35,37.57,52,2170,269.0,784,274,10.4286,NEAR OCEAN,500001
16919,-122.34,37.57,28,3751,949.0,1691,846,3.9728,NEAR OCEAN,300000
16920,-122.33,37.57,43,2543,621.0,1301,606,3.1111,NEAR OCEAN,318400
16921,-122.33,37.57,27,3085,876.0,1453,896,3.4333,NEAR OCEAN,290000
16922,-122.33,37.58,27,5144,1481.0,2518,1447,3.4836,NEAR OCEAN,287900
16923,-122.33,37.58,28,2784,736.0,1534,685,3.38,NEAR OCEAN,285400
16926,-122.31,37.57,45,1165,236.0,845,251,4.1875,NEAR OCEAN,267300
16927,-122.33,37.58,43,1772,422.0,1573,401,2.7474,NEAR OCEAN,233100
16928,-122.32,37.57,42,2574,614.0,2377,588,3.2891,NEAR OCEAN,237900
16929,-122.32,37.57,33,3384,819.0,2626,793,3.2285,NEAR OCEAN,234800
16930,-122.32,37.57,52,499,148.0,318,145,2.9934,NEAR OCEAN,256300
16931,-122.31,37.57,42,3157,676.0,1603,629,3.7422,NEAR OCEAN,292600
16932,-122.32,37.56,44,537,173.0,355,194,2.8571,NEAR OCEAN,250000
16933,-122.33,37.57,20,2126,643.0,1112,597,3.625,NEAR OCEAN,283300
16934,-122.32,37.56,9,1150,287.0,377,243,3.8317,NEAR OCEAN,237500
16935,-122.33,37.56,34,6394,1619.0,2400,1496,3.4902,NEAR OCEAN,500001
16936,-122.32,37.56,49,2016,299.0,691,288,5.5489999999999995,NEAR OCEAN,500001
16937,-122.32,37.56,26,2339,704.0,1283,654,3.162,NEAR OCEAN,415000
16938,-122.33,37.56,50,1975,245.0,644,251,10.0743,NEAR OCEAN,500001
16939,-122.32,37.55,50,2501,433.0,1050,410,4.6406,NEAR OCEAN,500001
16940,-122.33,37.55,51,2565,332.0,870,309,9.3694,NEAR OCEAN,500001
16941,-122.34,37.55,44,2465,328.0,843,324,6.9533,NEAR OCEAN,500001
16942,-122.31,37.56,52,2351,494.0,1126,482,3.9688,NEAR OCEAN,356900
16943,-122.31,37.55,52,900,183.0,371,166,3.25,NEAR OCEAN,296400
16944,-122.32,37.55,46,1437,266.0,607,263,4.8068,NEAR OCEAN,369700
16945,-122.32,37.55,44,2151,411.0,849,370,4.4583,NEAR OCEAN,397100
16946,-122.33,37.55,33,2199,312.0,827,319,6.1349,NEAR OCEAN,500001
16947,-122.32,37.54,34,3661,692.0,1608,656,5.0774,NEAR OCEAN,407200
16948,-122.34,37.53,27,3339,481.0,1354,458,7.3081,NEAR OCEAN,464600
16949,-122.33,37.53,18,4493,760.0,1784,725,6.7042,NEAR OCEAN,413000
16950,-122.35,37.53,27,2169,305.0,905,319,7.7743,NEAR OCEAN,453100
16951,-122.34,37.52,34,3559,560.0,1747,550,6.6959,NEAR OCEAN,411200
16952,-122.33,37.53,25,1729,383.0,769,352,4.0417,NEAR OCEAN,458500
16953,-122.32,37.52,17,6645,1034.0,2557,1032,6.3892,NEAR OCEAN,480800
16954,-122.3,37.53,37,1338,215.0,535,221,5.4351,NEAR OCEAN,376600
16955,-122.3,37.53,40,1833,308.0,751,306,6.0,NEAR OCEAN,384200
16956,-122.3,37.53,38,984,171.0,429,157,5.3261,NEAR OCEAN,376800
16957,-122.31,37.52,35,1817,262.0,659,262,6.8336,NEAR OCEAN,457200
16958,-122.31,37.53,39,1160,191.0,508,185,5.9539,NEAR OCEAN,379100
16959,-122.3,37.54,39,4292,1097.0,1758,987,2.9405,NEAR OCEAN,340500
16960,-122.3,37.53,43,1748,366.0,984,371,4.5116,NEAR OCEAN,337800
16961,-122.29,37.53,41,839,190.0,419,215,5.012,NEAR OCEAN,368200
16962,-122.31,37.54,45,1222,220.0,492,205,5.539,NEAR OCEAN,396900
16963,-122.31,37.54,46,2444,397.0,952,402,4.75,NEAR OCEAN,388200
16964,-122.31,37.53,41,1608,269.0,676,267,4.6125,NEAR OCEAN,361700
16965,-122.32,37.53,39,2795,464.0,1183,443,5.779,NEAR OCEAN,387100
16966,-122.31,37.55,27,3931,933.0,1877,851,3.9722,NEAR OCEAN,354100
16967,-122.31,37.54,49,1340,281.0,660,284,4.163,NEAR OCEAN,393800
16968,-122.31,37.54,38,1946,407.0,975,417,4.0726,NEAR OCEAN,385400
16969,-122.31,37.54,42,1159,261.0,465,247,3.1842,NEAR OCEAN,352800
16970,-122.3,37.55,35,3675,735.0,1930,715,3.9833,NEAR OCEAN,342800
16971,-122.31,37.55,45,507,140.0,305,139,2.6159,NEAR OCEAN,272900
16972,-122.31,37.56,45,1685,321.0,815,314,4.2955,NEAR OCEAN,309700
16973,-122.31,37.56,36,1727,340.0,952,337,4.7917,NEAR OCEAN,316000
16974,-122.31,37.56,45,1792,301.0,829,318,4.9013,NEAR OCEAN,330100
16975,-122.31,37.56,40,1351,330.0,701,297,3.32,NEAR OCEAN,292900
16976,-122.31,37.57,37,1437,305.0,979,331,4.0,NEAR OCEAN,273700
16977,-122.31,37.57,31,2197,477.0,1193,394,4.6371,NEAR OCEAN,271100
16979,-122.3,37.56,37,1962,367.0,1267,382,4.7344,NEAR OCEAN,271800
16982,-122.3,37.56,36,1379,228.0,750,227,5.5381,NEAR OCEAN,282000
16984,-122.3,37.56,35,1873,351.0,945,333,5.5184,NEAR OCEAN,274800
17003,-122.29,37.55,27,3789,874.0,2243,866,4.39,NEAR OCEAN,270100
17004,-122.28,37.54,24,5114,1357.0,3169,1268,3.9699,NEAR OCEAN,293200
17005,-122.29,37.54,43,2268,438.0,1151,449,4.9091,NEAR OCEAN,293200
17006,-122.28,37.54,37,991,180.0,463,177,5.1701,NEAR OCEAN,294200
17007,-122.29,37.54,39,1459,285.0,761,291,5.0081,NEAR OCEAN,298100
17008,-122.29,37.54,41,1743,349.0,811,349,4.9464,NEAR OCEAN,282400
17009,-122.29,37.53,35,2043,511.0,1089,504,3.0278,NEAR OCEAN,310600
17010,-122.28,37.53,15,5417,1199.0,2593,1098,4.8047,NEAR OCEAN,438000
17011,-122.28,37.53,34,1980,385.0,970,391,5.1207,NEAR OCEAN,310900
17012,-122.27,37.53,43,1145,230.0,586,254,3.5,NEAR OCEAN,267400
17013,-122.28,37.53,25,3710,1015.0,2068,958,3.5445,NEAR OCEAN,286700
17014,-122.29,37.52,33,4104,751.0,1837,771,5.3506,NEAR OCEAN,388100
17015,-122.28,37.52,27,2958,655.0,1285,577,4.0801,NEAR OCEAN,397800
17016,-122.28,37.52,29,1526,355.0,724,315,4.0313,NEAR OCEAN,435200
17017,-122.28,37.52,38,2197,357.0,1228,373,5.4719,NEAR OCEAN,397900
17018,-122.29,37.52,38,3767,603.0,1455,615,6.8787,NEAR OCEAN,386800
17019,-122.3,37.52,38,2769,387.0,994,395,5.5902,NEAR OCEAN,417000
17020,-122.3,37.51,35,2789,445.0,1156,404,5.4322,NEAR OCEAN,391000
17021,-122.3,37.52,32,2297,347.0,871,342,8.1039,NEAR OCEAN,382200
17022,-122.31,37.52,24,2328,335.0,969,354,7.7364,NEAR OCEAN,435800
17023,-122.32,37.52,26,4042,591.0,1611,578,8.4693,NEAR OCEAN,419200
17024,-122.31,37.5,22,14034,3020.0,6266,2952,4.3939,NEAR OCEAN,491200
17025,-122.27,37.52,35,1051,259.0,517,234,3.7,NEAR OCEAN,339700
17026,-122.27,37.51,36,1406,224.0,598,237,5.8964,NEAR OCEAN,414800
17027,-122.29,37.51,35,3040,520.0,1374,518,6.1004,NEAR OCEAN,426400
17028,-122.26,37.52,34,483,131.0,291,157,3.0833,NEAR OCEAN,256300
17029,-122.26,37.51,46,672,149.0,351,136,5.3264,NEAR OCEAN,258100
17030,-122.25,37.51,45,989,174.0,504,180,4.8382,NEAR OCEAN,289400
17031,-122.25,37.5,44,348,79.0,154,73,4.7708,NEAR OCEAN,253800
17032,-122.27,37.51,39,3996,793.0,1744,761,4.5075,NEAR OCEAN,364900
17033,-122.26,37.51,29,3703,1075.0,1611,1025,2.7075,NEAR OCEAN,323800
17034,-122.26,37.5,24,2307,510.0,842,507,3.6111,NEAR OCEAN,341500
17035,-122.26,37.5,52,878,186.0,393,186,3.7045,NEAR OCEAN,360500
17036,-122.25,37.5,45,1812,336.0,752,329,4.95,NEAR OCEAN,345000
17037,-122.25,37.49,43,2607,477.0,1225,461,4.224,NEAR OCEAN,349600
17038,-122.25,37.49,40,2709,521.0,1156,510,4.6366,NEAR OCEAN,395500
17039,-122.25,37.49,44,4420,743.0,1790,735,6.142,NEAR OCEAN,394700
17040,-122.26,37.5,44,6983,1131.0,2818,1115,5.6271,NEAR OCEAN,374800
17041,-122.28,37.51,33,4719,,1980,757,6.1064,NEAR OCEAN,405000
17042,-122.28,37.5,33,6499,998.0,2694,957,7.4787,NEAR OCEAN,431300
17043,-122.28,37.49,25,7335,1157.0,2626,1049,6.5475,NEAR OCEAN,500001
17044,-122.28,37.49,29,4148,635.0,1638,627,6.912000000000001,NEAR OCEAN,457200
17045,-122.27,37.48,26,3542,507.0,1392,524,8.5184,NEAR OCEAN,500001
17046,-122.26,37.48,34,4453,682.0,1805,672,5.6038,NEAR OCEAN,451300
17047,-122.29,37.48,15,5480,892.0,2009,831,7.4678,NEAR OCEAN,500001
17048,-122.27,37.47,44,3022,473.0,1235,477,6.7058,NEAR OCEAN,495900
17049,-122.26,37.46,26,5067,750.0,1996,728,7.0001,NEAR OCEAN,500001
17050,-122.28,37.47,44,863,114.0,281,99,6.8879,NEAR OCEAN,500001
17051,-122.24,37.47,41,1183,203.0,455,171,5.1071,NEAR OCEAN,314100
17052,-122.25,37.48,37,3507,569.0,1663,608,5.0863,NEAR OCEAN,440300
17053,-122.24,37.47,40,1504,270.0,689,287,6.1244,NEAR OCEAN,308800
17054,-122.25,37.47,38,645,124.0,265,103,5.4688,NEAR OCEAN,305000
17055,-122.25,37.47,35,3183,515.0,1313,487,5.9062,NEAR OCEAN,383200
17056,-122.25,37.48,45,2743,390.0,974,400,7.1621,NEAR OCEAN,500001
17057,-122.24,37.48,45,4126,696.0,1722,668,4.8966,NEAR OCEAN,362100
17058,-122.24,37.48,40,4459,1027.0,2080,982,3.5322,NEAR OCEAN,361900
17059,-122.24,37.48,47,2423,407.0,1010,407,6.2154,NEAR OCEAN,362700
17060,-122.24,37.49,30,2956,590.0,1191,594,3.7463,NEAR OCEAN,427600
17061,-122.24,37.49,38,4105,950.0,2561,909,3.8684,NEAR OCEAN,265600
17063,-122.23,37.49,11,840,329.0,1338,345,2.3333,NEAR OCEAN,241700
17065,-122.22,37.48,47,2570,783.0,3107,724,2.8058,NEAR OCEAN,229500
17066,-122.22,37.48,34,1541,584.0,1564,558,2.56,NEAR OCEAN,250000
17067,-122.24,37.49,19,322,112.0,191,102,2.5833,NEAR OCEAN,500001
17086,-122.21,37.47,26,1777,555.0,1966,497,3.0472,NEAR OCEAN,211000
17087,-122.21,37.47,43,733,162.0,497,175,3.2708,NEAR OCEAN,255300
17088,-122.22,37.47,23,7740,1943.0,4124,1743,3.3268,NEAR OCEAN,322800
17090,-122.22,37.47,28,5956,1612.0,3571,1549,3.1864,NEAR OCEAN,272800
17091,-122.23,37.48,33,3108,805.0,1895,717,3.3015,NEAR OCEAN,267700
17092,-122.23,37.47,39,5264,1259.0,3057,1265,3.623,NEAR OCEAN,276600
17093,-122.23,37.48,38,1578,399.0,879,388,2.7969,NEAR OCEAN,298400
17094,-122.24,37.47,35,2283,491.0,1148,436,4.5556,NEAR OCEAN,318600
17095,-122.24,37.47,36,2021,433.0,1117,432,3.929,NEAR OCEAN,303100
17096,-122.23,37.46,33,2643,464.0,1015,427,4.2232,NEAR OCEAN,363700
17097,-122.23,37.46,26,4670,1039.0,2103,933,4.4167,NEAR OCEAN,333800
17098,-122.25,37.46,33,6841,950.0,2681,980,7.1088,NEAR OCEAN,443300
17099,-122.24,37.46,36,4686,781.0,2254,845,6.1043,NEAR OCEAN,343500
17100,-122.26,37.45,17,2742,441.0,986,421,5.9285,NEAR OCEAN,496000
17101,-122.23,37.46,36,6090,1057.0,3081,1075,5.6629,NEAR OCEAN,343600
17102,-122.22,37.46,37,2586,495.0,1208,502,4.3214,NEAR OCEAN,342700
17103,-122.23,37.45,34,4177,723.0,1586,660,5.0457,NEAR OCEAN,395100
17104,-122.23,37.45,29,1617,235.0,758,246,7.7932,NEAR OCEAN,469900
17105,-122.22,37.46,13,2888,546.0,1182,504,6.0255,NEAR OCEAN,409300
17106,-122.2,37.46,40,1723,208.0,976,209,9.8892,NEAR OCEAN,500001
17107,-122.2,37.44,31,2328,270.0,722,247,15.0001,NEAR OCEAN,500001
17108,-122.22,37.44,32,4281,501.0,1318,484,15.0001,NEAR OCEAN,500001
17109,-122.21,37.46,48,2560,322.0,921,301,10.8758,NEAR OCEAN,500001
17110,-122.21,37.46,40,1777,207.0,577,207,15.0001,NEAR OCEAN,500001
17144,-122.19,37.45,18,1636,414.0,853,439,5.1032,NEAR OCEAN,464600
17145,-122.18,37.44,44,2237,347.0,948,346,8.2436,NEAR OCEAN,500001
17146,-122.19,37.44,38,3383,456.0,1203,465,9.3198,NEAR OCEAN,500001
17147,-122.19,37.44,39,4402,618.0,1616,631,8.9955,NEAR OCEAN,500001
17148,-122.2,37.43,38,3626,528.0,1350,532,7.3681,NEAR OCEAN,500001
17149,-122.21,37.44,35,1140,193.0,486,199,4.6908,NEAR OCEAN,500001
17150,-122.2,37.43,40,2223,412.0,1050,417,5.2421,NEAR OCEAN,444500
17151,-122.19,37.43,39,2392,420.0,937,406,6.6136,NEAR OCEAN,472800
17152,-122.2,37.43,22,3294,744.0,1337,655,5.2391,NEAR OCEAN,500001
17153,-122.21,37.43,33,1606,254.0,727,271,8.6963,NEAR OCEAN,500001
17154,-122.21,37.43,23,5741,1012.0,1843,888,5.7211,NEAR OCEAN,500001
17155,-122.23,37.42,16,1945,320.0,512,300,7.4542,NEAR OCEAN,500001
17156,-122.19,37.42,47,932,167.0,295,116,8.4375,NEAR OCEAN,500001
17157,-122.21,37.43,20,975,134.0,324,146,9.7796,NEAR OCEAN,500001
17158,-122.21,37.42,28,564,72.0,191,79,11.9666,NEAR OCEAN,500001
17159,-122.2,37.4,37,1296,194.0,540,192,8.2782,NEAR OCEAN,500001
17160,-122.2,37.4,30,2612,338.0,980,324,10.0481,NEAR OCEAN,500001
17161,-122.21,37.38,28,4518,578.0,1489,559,11.3176,NEAR OCEAN,500001
17163,-122.21,37.37,34,1476,217.0,613,223,8.2883,NEAR OCEAN,500001
17164,-122.22,37.37,26,440,202.0,322,218,5.1831,NEAR OCEAN,350000
17165,-122.22,37.36,34,1559,243.0,600,242,8.7382,NEAR OCEAN,500001
17166,-122.22,37.4,32,2297,287.0,814,283,15.0001,NEAR OCEAN,500001
17167,-122.25,37.45,34,2999,365.0,927,369,10.2811,NEAR OCEAN,500001
17168,-122.27,37.45,41,830,136.0,353,153,6.3824,NEAR OCEAN,500001
17169,-122.24,37.43,36,2410,361.0,934,377,7.652,NEAR OCEAN,500001
17170,-122.27,37.43,33,1601,223.0,629,215,15.0001,NEAR OCEAN,500001
17171,-122.25,37.39,33,370,42.0,153,53,10.6514,NEAR OCEAN,500001
17172,-122.26,37.38,28,1103,164.0,415,154,7.8633,NEAR OCEAN,500001
17173,-122.29,37.41,30,6373,854.0,2149,798,10.6868,NEAR OCEAN,500001
17174,-122.46,37.51,23,949,151.0,399,149,5.6286,NEAR OCEAN,411300
17175,-122.47,37.5,18,2297,416.0,1086,381,4.875,NEAR OCEAN,334600
17176,-122.47,37.5,25,950,259.0,404,195,3.1937,NEAR OCEAN,319200
17177,-122.48,37.51,22,1564,278.0,761,270,4.7578,NEAR OCEAN,318500
17178,-122.47,37.51,15,4974,764.0,2222,774,6.7606,NEAR OCEAN,364300
17179,-122.44,37.52,16,7077,1179.0,3502,1148,5.9919,NEAR OCEAN,345100
17180,-122.53,37.5,19,4768,807.0,2199,805,6.1896,NEAR OCEAN,331100
17181,-122.49,37.54,15,3456,545.0,1527,535,6.3256,NEAR OCEAN,368000
17182,-122.51,37.53,17,1574,262.0,672,241,7.2929,NEAR OCEAN,355800
17183,-122.5,37.51,11,749,137.0,355,124,8.2364,NEAR OCEAN,371800
17184,-122.49,37.5,21,1209,309.0,801,259,4.5625,NEAR OCEAN,500000
17185,-122.43,37.43,17,11999,2249.0,5467,1989,4.8405,NEAR OCEAN,354300
17186,-122.34,37.46,21,1799,293.0,576,277,7.439,NEAR OCEAN,500001
17187,-122.38,37.34,33,1054,209.0,400,161,7.7773,NEAR OCEAN,456300
17188,-122.33,37.39,52,573,102.0,232,92,6.2263,NEAR OCEAN,500001
17189,-122.27,37.32,37,2607,534.0,1346,507,5.3951,NEAR OCEAN,277700
17190,-122.27,37.24,30,2762,593.0,1581,502,5.1002,NEAR OCEAN,319400
17191,-122.38,37.18,52,1746,315.0,941,220,3.3047,NEAR OCEAN,286100
17192,-119.77,34.44,24,5652,1313.0,2312,1294,2.4717,NEAR OCEAN,295300
17193,-119.78,34.45,9,1830,353.0,1515,220,4.2109,NEAR OCEAN,450000
17194,-119.79,34.45,24,2746,433.0,1076,380,5.8635,NEAR OCEAN,348700
17195,-119.75,34.45,26,3578,677.0,1504,618,4.1375,NEAR OCEAN,395000
17196,-119.75,34.44,28,1080,298.0,524,251,1.8432,NEAR OCEAN,327300
17197,-119.76,34.44,28,1985,582.0,1092,548,2.4701,NEAR OCEAN,290900
17198,-119.75,34.45,6,2864,,1404,603,5.5073,NEAR OCEAN,263800
17199,-119.78,34.48,21,2377,322.0,1007,328,7.9248,NEAR OCEAN,500001
17201,-119.78,34.45,23,2077,306.0,705,256,6.4744,NEAR OCEAN,500001
17202,-119.73,34.44,38,1729,,801,395,3.1364,NEAR OCEAN,357500
17203,-119.73,34.43,35,2703,654.0,1383,631,4.5278,NEAR OCEAN,340400
17204,-119.74,34.44,26,4257,1031.0,1861,950,3.4047,NEAR OCEAN,294500
17225,-119.73,34.44,48,2114,390.0,973,367,4.8021,NEAR OCEAN,351100
17227,-119.74,34.44,27,1251,282.0,503,283,2.8,NEAR OCEAN,353000
17257,-119.7,34.41,52,1526,458.0,1633,449,2.2069,NEAR OCEAN,226500
17258,-119.72,34.42,37,1635,427.0,1027,408,3.5905,NEAR OCEAN,264700
17259,-119.72,34.42,31,1524,383.0,1257,398,2.6019,NEAR OCEAN,250000
17260,-119.72,34.42,49,1610,370.0,961,351,2.6983,NEAR OCEAN,260100
17261,-119.72,34.42,52,1759,387.0,980,402,4.0125,NEAR OCEAN,261000
17264,-119.71,34.41,31,1034,319.0,997,308,2.6538,NEAR OCEAN,231800
17265,-119.73,34.35,20,1648,319.0,905,307,4.375,NEAR OCEAN,335200
17266,-119.71,34.36,34,1706,276.0,628,243,4.1842,NEAR OCEAN,364000
17267,-119.7,34.36,35,1604,334.0,904,337,4.7411,NEAR OCEAN,336400
17268,-119.71,34.4,36,1846,358.0,748,329,4.2283,NEAR OCEAN,326800
17269,-119.7,34.4,25,1858,493.0,865,460,3.0938,NEAR OCEAN,312500
17270,-119.72,34.41,35,871,145.0,354,154,4.3214,NEAR OCEAN,341800
17271,-119.71,34.4,27,3782,771.0,1742,751,4.0451,NEAR OCEAN,395100
17272,-119.71,34.41,18,1225,317.0,694,306,3.6823,NEAR OCEAN,255000
17273,-119.7,34.41,19,1215,360.0,1349,423,2.6607,NEAR OCEAN,226500
17274,-119.7,34.41,19,2086,575.0,1701,530,2.8042,NEAR OCEAN,236100
17275,-119.69,34.38,39,1383,459.0,677,362,2.25,NEAR OCEAN,281300
17277,-119.75,34.43,23,2982,837.0,1317,787,3.3776,NEAR OCEAN,283200
17278,-119.74,34.43,26,3119,562.0,1459,562,5.0434,NEAR OCEAN,340400
17279,-119.75,34.4,31,1997,299.0,826,301,6.8927,NEAR OCEAN,500001
17280,-119.73,34.43,27,1448,404.0,978,338,2.303,NEAR OCEAN,261000
17281,-119.73,34.42,23,1364,227.0,638,238,5.3279,NEAR OCEAN,413900
17282,-119.73,34.42,25,2024,312.0,907,335,5.4127,NEAR OCEAN,392800
17283,-119.72,34.41,35,1853,375.0,878,338,4.9044,NEAR OCEAN,335300
17284,-119.74,34.41,30,2365,417.0,1053,409,5.5959,NEAR OCEAN,346200
17285,-119.73,34.41,29,1769,297.0,703,269,4.4375,NEAR OCEAN,350000
17286,-119.72,34.41,26,1648,378.0,954,405,3.2895,NEAR OCEAN,335000
17287,-119.74,34.35,34,1664,292.0,705,257,5.0,NEAR OCEAN,329400
17288,-119.74,34.38,32,1479,287.0,830,288,5.345,NEAR OCEAN,322600
17298,-119.51,34.4,24,3422,596.0,1763,601,5.2039,NEAR OCEAN,301300
17299,-119.51,34.4,15,1112,256.0,411,245,2.0625,NEAR OCEAN,314300
17300,-119.52,34.39,23,1414,365.0,889,345,2.6397,NEAR OCEAN,250000
17301,-119.51,34.39,32,1921,394.0,951,334,3.233,NEAR OCEAN,346000
17302,-119.52,34.4,20,1834,477.0,1305,417,3.2125,NEAR OCEAN,251000
17303,-119.53,34.38,22,2323,727.0,1301,478,2.7864,NEAR OCEAN,300000
17310,-119.5,34.35,39,308,38.0,59,21,11.7794,NEAR OCEAN,500001
17311,-119.49,34.39,17,4617,982.0,2303,923,3.9224,NEAR OCEAN,230600
17315,-120.18,34.62,25,1337,219.0,671,225,3.1912,NEAR OCEAN,226400
17316,-120.2,34.63,14,2647,515.0,1487,488,4.4519,NEAR OCEAN,227900
17317,-120.2,34.61,15,2958,690.0,1348,617,3.8582,NEAR OCEAN,215200
17318,-120.13,34.63,11,2137,339.0,916,338,5.5221,NEAR OCEAN,394900
17319,-120.12,34.6,10,2426,426.0,966,419,5.5106,NEAR OCEAN,290900
17320,-120.14,34.6,22,2136,465.0,1143,409,2.9479,NEAR OCEAN,243100
17321,-120.16,34.61,17,921,189.0,434,219,3.0185,NEAR OCEAN,500001
17322,-120.14,34.59,9,2536,499.0,832,385,2.5743,NEAR OCEAN,309800
17323,-120.14,34.59,24,1601,282.0,731,285,4.2026,NEAR OCEAN,259800
17324,-120.04,34.72,13,3942,585.0,1542,515,6.6054,NEAR OCEAN,500001
17325,-120.11,34.66,18,1348,238.0,631,247,5.3154,NEAR OCEAN,289400
17326,-120.08,34.64,18,2375,429.0,1048,369,4.2222,NEAR OCEAN,375000
17327,-120.08,34.62,11,3478,588.0,1693,582,4.6554,NEAR OCEAN,272300
17328,-120.09,34.62,18,2708,382.0,988,359,5.5194,NEAR OCEAN,367000
17329,-120.11,34.62,16,2943,394.0,959,359,6.2094,NEAR OCEAN,440000
17331,-120.08,34.59,24,1874,319.0,820,315,5.1909,NEAR OCEAN,390200
17332,-120.01,34.54,30,2992,609.0,1288,465,3.9375,NEAR OCEAN,292900
17444,-120.39,34.52,40,2162,395.0,1010,332,2.5667,NEAR OCEAN,239300
17449,-120.46,34.74,15,2185,386.0,827,336,5.3765,NEAR OCEAN,223100
17450,-120.45,34.71,21,1868,268.0,522,255,6.4678,NEAR OCEAN,249300
17451,-120.46,34.71,17,2830,430.0,1035,416,4.9292,NEAR OCEAN,207200
17454,-120.37,34.69,18,1868,315.0,747,265,4.7946,NEAR OCEAN,290600
17457,-120.44,34.68,6,2187,277.0,697,273,6.2685,NEAR OCEAN,307400
17458,-119.86,34.42,23,1450,642.0,1258,607,1.179,NEAR OCEAN,225000
17459,-119.88,34.4,25,2741,623.0,2272,624,2.2647,NEAR OCEAN,216700
17461,-119.88,34.43,14,2472,685.0,1292,621,3.3026,NEAR OCEAN,229500
17462,-119.88,34.43,16,1734,365.0,962,391,4.4777,NEAR OCEAN,282500
17463,-119.88,34.43,16,2206,541.0,1227,554,3.75,NEAR OCEAN,223100
17464,-119.88,34.42,22,2367,492.0,1333,488,3.6304,NEAR OCEAN,312200
17465,-119.91,34.4,24,2001,365.0,1170,330,6.0992,NEAR OCEAN,268800
17466,-119.83,34.45,24,2168,373.0,934,366,5.4197,NEAR OCEAN,280900
17467,-119.84,34.44,28,977,162.0,537,159,4.2404,NEAR OCEAN,274300
17468,-119.84,34.45,26,4424,616.0,1839,601,6.3654,NEAR OCEAN,331200
17469,-119.85,34.44,28,1765,301.0,1173,297,6.0256,NEAR OCEAN,276800
17470,-119.81,34.47,26,4382,618.0,1728,587,7.4734,NEAR OCEAN,432200
17471,-119.81,34.46,22,3488,452.0,1479,458,7.1687,NEAR OCEAN,384400
17472,-119.85,34.48,23,1915,277.0,724,267,6.2987,NEAR OCEAN,348200
17473,-119.88,34.44,27,4724,793.0,2394,738,5.5954,NEAR OCEAN,261400
17474,-119.89,34.44,25,2786,470.0,1669,462,5.5184,NEAR OCEAN,268300
17475,-119.89,34.44,25,3160,507.0,1514,523,5.0767,NEAR OCEAN,271200
17476,-119.92,34.44,17,2143,324.0,1073,330,6.0321,NEAR OCEAN,402600
17477,-120.05,34.47,21,1241,248.0,746,211,3.8056,NEAR OCEAN,425000
17478,-119.86,34.38,28,1062,309.0,1058,305,1.5071,NEAR OCEAN,316700
17479,-119.86,34.41,24,1576,580.0,1630,531,1.24,NEAR OCEAN,325000
17481,-119.81,34.45,24,3678,567.0,1554,570,6.5173,NEAR OCEAN,334000
17482,-119.81,34.44,23,3172,588.0,1467,559,4.6806,NEAR OCEAN,288900
17483,-119.82,34.45,24,3592,533.0,1683,528,6.7247,NEAR OCEAN,333800
17485,-119.82,34.44,22,2239,475.0,1016,434,4.875,NEAR OCEAN,295400
17489,-119.82,34.44,28,1992,531.0,1622,509,2.7689,NEAR OCEAN,228200
17490,-119.83,34.44,35,796,281.0,567,257,2.1389,NEAR OCEAN,260000
17492,-119.77,34.43,22,2552,443.0,1066,424,5.1271,NEAR OCEAN,342500
17493,-119.77,34.43,28,3318,441.0,1604,404,9.7821,NEAR OCEAN,500001
17494,-119.79,34.4,20,3104,415.0,1061,380,9.6885,NEAR OCEAN,500001
