,longitude,latitude,total_rooms,house_value
17395,-120.44,34.96,1248,104200
17396,-120.45,34.96,1949,121400
17397,-120.45,34.95,1574,90200
17398,-120.44,34.94,2481,147200
17399,-120.47,34.94,1368,109400
17400,-120.44,34.93,868,87500
17401,-120.44,34.93,2098,67500
17402,-120.44,34.95,3004,106400
17403,-120.45,34.95,2207,98500
17404,-120.44,34.94,1877,122700
17405,-120.45,34.95,1479,162500
17406,-120.45,34.94,1058,120600
17407,-120.45,34.94,1702,115500
17408,-120.54,34.97,1353,97800
17409,-120.57,34.96,1401,83200
17410,-120.57,34.96,1145,89100
17411,-120.64,34.97,2090,86100
17412,-120.6,34.91,711,73800
17413,-120.59,34.7,17738,28300
17414,-120.48,34.7,3069,136400
17415,-120.46,34.64,562,118800
17416,-120.46,34.65,1298,117500
17417,-120.46,34.64,2364,129400
17418,-120.47,34.64,2482,120400
17419,-120.47,34.65,1438,128100
17420,-120.46,34.64,686,83300
17421,-120.44,34.64,787,163400
17422,-120.45,34.64,2330,134600
17423,-120.45,34.64,2696,135400
17424,-120.45,34.64,1051,111500
17425,-120.46,34.65,2143,103300
17426,-120.46,34.65,885,109300
17427,-120.47,34.65,2193,130200
17428,-120.47,34.65,2549,150700
17429,-120.45,34.65,2253,134700
17430,-120.44,34.65,2265,134000
17431,-120.45,34.65,2215,135300
17432,-120.45,34.65,1182,131600
17433,-120.45,34.65,980,87500
17434,-120.46,34.63,1408,146600
17435,-120.46,34.64,1697,148000
17436,-120.47,34.64,1912,138000
17437,-120.45,34.64,1226,112500
17438,-120.45,34.64,2571,150000
17439,-120.45,34.63,1840,172400
17440,-120.44,34.66,3231,142400
17441,-120.45,34.66,3329,198300
17442,-120.46,34.66,2904,135200
17443,-120.47,34.66,3376,166600
17444,-120.39,34.52,2162,239300
17445,-120.48,34.66,1897,172600
17446,-120.48,34.65,1933,134400
17447,-120.45,34.63,2445,180100
17448,-120.47,34.63,2441,142200
17449,-120.46,34.74,2185,223100
17450,-120.45,34.71,1868,249300
17451,-120.46,34.71,2830,207200
17452,-120.47,34.7,2387,152700
17453,-120.47,34.71,2535,183800
17454,-120.37,34.69,1868,290600
17455,-120.43,34.7,2353,125800
17456,-120.43,34.69,2054,128300
17457,-120.44,34.68,2187,307400
17458,-119.86,34.42,1450,225000
17459,-119.88,34.4,2741,216700
17460,-119.85,34.4,2307,37500
17461,-119.88,34.43,2472,229500
17462,-119.88,34.43,1734,282500
17463,-119.88,34.43,2206,223100
17464,-119.88,34.42,2367,312200
17465,-119.91,34.4,2001,268800
17466,-119.83,34.45,2168,280900
17467,-119.84,34.44,977,274300
17468,-119.84,34.45,4424,331200
17469,-119.85,34.44,1765,276800
17470,-119.81,34.47,4382,432200
17471,-119.81,34.46,3488,384400
17472,-119.85,34.48,1915,348200
17473,-119.88,34.44,4724,261400
17474,-119.89,34.44,2786,268300
17475,-119.89,34.44,3160,271200
17476,-119.92,34.44,2143,402600
17477,-120.05,34.47,1241,425000
17478,-119.86,34.38,1062,316700
17479,-119.86,34.41,1576,325000
17480,-119.86,34.38,1626,187500
17481,-119.81,34.45,3678,334000
17482,-119.81,34.44,3172,288900
17483,-119.82,34.45,3592,333800
17484,-119.83,34.44,1739,198400
17485,-119.82,34.44,2239,295400
17486,-119.81,34.44,961,206300
17487,-119.82,34.43,1482,112500
17488,-119.82,34.44,1414,150000
17489,-119.82,34.44,1992,228200
17490,-119.83,34.44,796,260000
17491,-119.83,34.43,798,205000
17492,-119.77,34.43,2552,342500
17493,-119.77,34.43,3318,500001
17494,-119.79,34.4,3104,500001
17495,-119.8,34.44,2674,280200
17496,-119.8,34.43,3143,271500
17497,-119.8,34.43,2845,276400
17498,-119.79,34.44,1479,271800
17499,-119.78,34.44,2864,353400
17500,-119.79,34.43,3611,276200
17501,-121.9,37.36,1141,182500
17502,-121.89,37.36,1525,186100
17503,-121.88,37.36,2453,210700
17504,-121.89,37.35,1668,181900
17505,-121.9,37.36,1007,237500
17506,-121.9,37.35,1034,227100
17507,-121.9,37.35,2082,185300
17508,-121.9,37.34,1345,245800
17509,-121.9,37.34,241,212500
17510,-121.92,37.34,357,204200
17511,-121.92,37.34,2101,239200
17512,-121.92,37.34,2584,391300
17513,-121.92,37.33,2009,295800
17514,-121.92,37.33,2962,301100
17515,-121.93,37.33,1449,292200
17516,-121.93,37.33,2142,421000
17517,-121.94,37.33,1809,330500
17518,-121.91,37.34,2189,240900
17519,-121.91,37.33,454,187500
17520,-121.91,37.33,2562,330600
17521,-121.92,37.33,2125,299500
17522,-121.9,37.33,197,200000
17523,-121.91,37.33,2212,209500
17524,-121.89,37.33,658,200000
17525,-121.9,37.33,1283,166700
17526,-121.9,37.33,1009,162500
17527,-121.88,37.34,1547,212500
17528,-121.89,37.33,1495,225000
17529,-121.88,37.33,1904,187500
17530,-121.89,37.35,1562,177500
17531,-121.89,37.34,1197,190600
17532,-121.89,37.34,1106,350000
17533,-121.89,37.34,1423,204200
17534,-121.88,37.34,1390,188900
17535,-121.88,37.36,2087,199000
17536,-121.88,37.35,1728,193000
17537,-121.89,37.35,2879,183100
17538,-121.89,37.35,1185,170800
17539,-121.89,37.35,2019,193800
17540,-121.88,37.35,1086,193500
17541,-121.87,37.35,1566,174500
17542,-121.88,37.34,1267,194400
17543,-121.88,37.35,1704,183500
17544,-121.87,37.34,1170,325900
17545,-121.87,37.34,1087,309000
17546,-121.87,37.34,2479,289100
17547,-121.88,37.34,867,302900
17548,-121.87,37.35,3500,153700
17549,-121.86,37.35,1448,174100
17550,-121.87,37.35,1557,183700
17551,-121.86,37.34,5274,177300
17552,-121.86,37.34,2277,185200
17553,-121.88,37.33,395,175000
17554,-121.88,37.33,3300,213600
17555,-121.87,37.33,3137,270300
17556,-121.88,37.33,1192,205900
17557,-121.89,37.33,1279,192500
17558,-121.89,37.32,1014,172500
17559,-121.88,37.32,1242,169300
17560,-121.88,37.32,1331,172500
17561,-121.89,37.32,1105,184900
17562,-121.89,37.32,977,184800
17563,-121.89,37.31,1994,223600
17564,-121.9,37.31,2125,281100
17565,-121.9,37.32,1274,220600
17566,-121.91,37.32,1067,180800
17567,-121.91,37.31,2962,216300
17568,-121.93,37.32,1460,167500
17569,-121.94,37.33,818,250000
17570,-121.94,37.32,2451,225800
17571,-121.93,37.32,2711,184700
17572,-121.92,37.32,836,192600
17573,-121.92,37.32,1902,165600
17574,-121.92,37.32,2089,198400
17575,-121.93,37.32,1135,211300
17576,-121.94,37.31,2364,246400
17577,-121.94,37.31,1680,280500
17578,-121.94,37.3,4348,293000
17579,-121.93,37.3,1111,233300
17580,-121.93,37.31,2182,229800
17581,-121.92,37.31,876,241100
17582,-121.92,37.31,3242,247900
17583,-121.93,37.3,2111,292500
17584,-121.93,37.31,1377,252800
17585,-121.92,37.31,6035,213900
17586,-121.93,37.3,6277,234200
17587,-121.92,37.3,2088,310100
17588,-121.92,37.3,1335,345800
17589,-121.91,37.31,3104,332600
17590,-121.91,37.31,3052,340000
17591,-121.9,37.3,3627,345900
17592,-121.91,37.3,828,327600
17593,-121.91,37.3,2095,344700
17594,-121.91,37.3,616,265000
17595,-121.89,37.31,1844,235200
17596,-121.88,37.31,3085,262800
17597,-121.89,37.3,1604,283300
17598,-121.89,37.3,2071,284800
17599,-121.89,37.31,2986,247400
17600,-121.9,37.3,1456,296600
17601,-121.9,37.3,1575,312000
17602,-121.88,37.3,1867,247000
17603,-121.88,37.29,2026,274100
17604,-121.89,37.3,2355,282300
17605,-121.89,37.3,2639,331600
17606,-121.89,37.29,1568,286600
17607,-121.9,37.29,1797,424600
17608,-121.9,37.29,1389,283300
17609,-121.92,37.29,943,344600
17610,-121.91,37.29,945,320500
17611,-121.92,37.29,2189,426900
17612,-121.91,37.29,3597,351400
17613,-121.93,37.29,2241,288200
17614,-121.92,37.29,1260,346700
17615,-121.93,37.28,2422,376200
17616,-121.93,37.28,3163,214000
17617,-121.94,37.28,4356,240000
17618,-121.94,37.28,2859,327500
17619,-121.93,37.27,2862,278100
17620,-121.94,37.27,1932,211900
17621,-121.94,37.27,1030,236900
17622,-121.94,37.26,2104,238000
17623,-121.94,37.26,3843,264200
17624,-121.95,37.26,3611,248700
17625,-121.95,37.26,1482,264700
17626,-121.94,37.25,3942,332800
17627,-121.93,37.26,1103,291300
17628,-121.92,37.26,1306,230700
17629,-121.92,37.25,3874,258500
17630,-121.91,37.25,1944,240500
17631,-121.92,37.28,3028,308800
17632,-121.92,37.27,3280,253500
17633,-121.93,37.27,1855,255100
17634,-121.93,37.27,3428,281000
17635,-121.92,37.28,6201,397000
17636,-121.92,37.27,5536,282100
17637,-121.91,37.27,4412,232000
17638,-121.91,37.28,5650,337300
17639,-121.9,37.28,3756,320000
17640,-121.9,37.27,3410,255600
17641,-121.9,37.25,2714,240400
17642,-121.9,37.25,5483,250000
17643,-121.9,37.27,4538,263600
17644,-121.9,37.26,4447,283300
17645,-121.91,37.26,4258,267200
17646,-121.91,37.26,3776,261100
17647,-121.91,37.26,3983,255200
17648,-121.89,37.25,2705,316500
17649,-121.89,37.26,1864,231700
17650,-121.88,37.26,3025,218600
17651,-121.88,37.26,1893,204700
17652,-121.88,37.26,1676,225900
17653,-121.88,37.25,968,240300
17654,-121.89,37.25,2080,264500
17655,-121.89,37.25,1741,234800
17656,-121.89,37.29,2959,268800
17657,-121.89,37.28,2418,365400
17658,-121.9,37.28,4613,302900
17659,-121.88,37.28,2951,313100
17660,-121.89,37.28,4308,281900
17661,-121.88,37.27,2019,267400
17662,-121.88,37.27,4567,289000
17663,-121.89,37.26,3319,263300
17664,-121.89,37.27,1481,240900
17665,-121.87,37.32,1839,184900
17666,-121.87,37.32,1471,175800
17667,-121.88,37.32,1787,177600
17668,-121.88,37.32,2213,164200
17669,-121.86,37.31,1939,112500
17670,-121.87,37.3,859,215900
17671,-121.87,37.31,3797,152400
17672,-121.87,37.3,360,112500
17673,-121.88,37.3,2692,191100
17674,-121.86,37.32,2519,173400
17675,-121.85,37.33,2228,172800
17676,-121.84,37.32,5762,192600
17677,-121.85,37.33,2987,127900
17678,-121.85,37.33,735,188100
17679,-121.84,37.32,3015,176300
17680,-121.84,37.32,1866,212800
17681,-121.87,37.29,1892,228000
17682,-121.87,37.28,3305,249600
17683,-121.86,37.29,6160,178400
17684,-121.85,37.28,4208,87500
17685,-121.83,37.3,5684,185800
17686,-121.85,37.3,6275,178600
17687,-121.84,37.29,3403,191900
17688,-121.84,37.29,2937,160400
17689,-121.84,37.28,2749,166100
17690,-121.83,37.31,11181,232700
17691,-121.83,37.3,1299,235800
17692,-121.81,37.29,5957,253100
17693,-121.81,37.28,2277,217000
17694,-121.82,37.28,2873,176400
17695,-121.83,37.29,1828,123500
17696,-121.83,37.29,1649,115200
17697,-121.83,37.28,1115,178600
17698,-121.83,37.28,2644,183100
17699,-121.82,37.28,1340,179500
17700,-121.83,37.29,2308,191000
17701,-121.82,37.29,2085,222800
17702,-121.83,37.32,1887,165300
17703,-121.82,37.31,2044,177500
17704,-121.82,37.31,1504,219400
17705,-121.81,37.31,2731,139700
17706,-121.81,37.31,1898,212500
17707,-121.81,37.32,2528,164900
17708,-121.82,37.32,2506,231400
17709,-121.82,37.33,3279,175800
17710,-121.83,37.32,1125,181000
17711,-121.81,37.33,5532,343000
17712,-121.8,37.34,1642,231400
17713,-121.8,37.34,2686,263900
17714,-121.79,37.34,2018,262400
17715,-121.8,37.35,2781,223300
17716,-121.78,37.34,1959,338400
17717,-121.75,37.35,1947,500001
17718,-121.77,37.33,3088,355300
17719,-121.77,37.33,3160,348400
17720,-121.78,37.34,3195,378200
17721,-121.79,37.33,2978,277800
17722,-121.79,37.33,3611,231000
17723,-121.79,37.33,3283,283700
17724,-121.78,37.33,2829,359500
17725,-121.8,37.32,2473,224200
17726,-121.8,37.32,1829,217400
17727,-121.8,37.32,4412,227600
17728,-121.79,37.32,2850,241900
17729,-121.79,37.32,3034,241300
17730,-121.76,37.33,4153,286200
17731,-121.81,37.3,1870,186500
17732,-121.81,37.31,1794,209900
17733,-121.8,37.31,1807,164500
17734,-121.8,37.3,906,235600
17735,-121.81,37.3,1929,235600
17736,-121.8,37.31,2630,232000
17737,-121.79,37.31,2199,235700
17738,-121.78,37.31,2093,271500
17739,-121.79,37.3,5469,241900
17740,-121.76,37.28,660,241000
17741,-121.74,37.3,1961,362700
17742,-121.78,37.31,1973,292200
17743,-121.77,37.31,1649,302600
17744,-121.76,37.29,2267,277900
17745,-121.76,37.3,3526,335500
17746,-121.75,37.3,1801,133700
17747,-121.74,37.29,7292,294700
17748,-121.75,37.29,1486,221000
17749,-121.84,37.34,1019,165000
17750,-121.84,37.33,1535,160100
17751,-121.84,37.33,1934,163600
17752,-121.83,37.32,4559,179000
17753,-121.82,37.35,2298,182400
17754,-121.82,37.34,7609,195300
17755,-121.81,37.35,3477,172600
17756,-121.81,37.35,2396,185500
17757,-121.8,37.35,2358,192800
17758,-121.8,37.35,2529,240700
17759,-121.84,37.34,2512,162900
17760,-121.83,37.33,3127,173600
17761,-121.83,37.34,6404,193400
17762,-121.83,37.34,1848,182500
17763,-121.87,37.36,938,194500
17764,-121.86,37.35,2391,182100
17765,-121.86,37.35,1536,153300
17766,-121.85,37.34,1481,137500
17767,-121.84,37.35,2914,164000
17768,-121.85,37.35,3515,160100
17769,-121.84,37.35,3375,182200
17770,-121.86,37.37,8162,210300
17771,-121.84,37.37,3315,140100
17772,-121.85,37.36,3148,159600
17773,-121.85,37.36,1525,128600
17774,-121.85,37.36,2109,205900
17775,-121.86,37.36,1602,156800
17776,-121.84,37.38,762,201800
17777,-121.85,37.38,12980,286500
17778,-121.84,37.39,5524,229900
17779,-121.83,37.38,4430,209900
17780,-121.84,37.38,835,195800
17781,-121.83,37.38,3633,184800
17782,-121.83,37.37,821,209100
17783,-121.83,37.37,1461,182400
17784,-121.84,37.37,1237,187500
17785,-121.84,37.37,1579,214800
17786,-121.82,37.37,802,196300
17787,-121.83,37.36,4045,171700
17788,-121.83,37.36,3936,183800
17789,-121.83,37.35,2914,178600
17790,-121.82,37.37,1558,215200
17791,-121.81,37.37,2987,213100
17792,-121.82,37.36,1624,167600
17793,-121.82,37.36,1834,161500
17794,-121.82,37.37,2913,167900
17795,-121.81,37.39,2218,456500
17796,-121.82,37.39,4137,286200
17797,-121.82,37.38,3747,330800
17798,-121.81,37.38,570,416700
17799,-121.82,37.38,1650,320900
17800,-121.81,37.37,962,328000
17801,-121.79,37.38,3650,325600
17802,-121.81,37.36,3189,374100
17803,-121.87,37.39,2522,259700
17804,-121.87,37.39,2655,246800
17805,-121.87,37.38,1050,163500
17806,-121.87,37.38,3275,269100
17807,-121.88,37.39,3334,273900
17808,-121.87,37.41,3719,273700
17809,-121.87,37.4,1767,351600
17810,-121.86,37.4,4043,268400
17811,-121.87,37.39,1334,229800
17812,-121.86,37.39,1777,258100
17813,-121.85,37.39,8748,276600
17814,-121.82,37.42,3752,329400
17815,-121.81,37.41,2496,320700
17816,-121.84,37.4,1866,288500
17817,-121.83,37.4,1145,348300
17818,-121.9,37.4,2998,150000
17819,-121.9,37.39,42,500001
17820,-121.9,37.37,78,187500
17821,-121.88,37.37,6016,333700
17822,-121.87,37.38,3851,335600
17823,-121.86,37.38,2052,181100
17824,-121.89,37.39,1136,425000
17825,-121.88,37.4,6751,257400
17826,-121.89,37.38,4778,271400
17827,-121.88,37.37,4430,272700
17828,-121.86,37.4,2391,267800
17829,-121.86,37.4,1386,258500
17830,-121.85,37.41,1837,265300
17831,-121.85,37.4,1793,243200
17832,-121.86,37.41,2938,178900
17833,-121.85,37.41,2156,199100
17834,-121.86,37.41,1603,266900
17835,-121.86,37.41,1489,267000
17836,-121.86,37.41,2411,263600
17837,-121.9,37.44,4228,299400
17838,-121.9,37.44,1646,265500
17839,-121.9,37.44,957,441000
17840,-121.89,37.44,2534,422800
17841,-121.88,37.43,3469,245800
17842,-121.88,37.43,2573,204100
17843,-121.87,37.43,3805,254200
17844,-121.85,37.44,426,367900
17845,-121.87,37.42,12128,264500
17846,-121.87,37.41,3308,248700
17847,-121.88,37.41,3224,226900
17848,-121.86,37.42,5032,264800
17849,-121.87,37.42,4430,261100
17850,-121.88,37.44,1621,186900
17851,-121.88,37.44,1351,144000
17852,-121.88,37.44,1471,226400
17853,-121.88,37.44,1310,237900
17854,-121.89,37.46,1519,500001
17855,-121.88,37.46,1819,500001
17856,-121.89,37.45,2428,254400
17857,-121.88,37.44,2073,311200
17858,-121.87,37.46,91,500001
17859,-121.9,37.46,2385,220700
17860,-121.91,37.46,2762,226800
17861,-121.9,37.45,4900,276200
17862,-121.9,37.45,2952,320500
17863,-121.91,37.42,1684,174100
17864,-121.9,37.41,4759,228700
17865,-121.89,37.42,40,225000
17866,-121.92,37.45,3937,252200
17867,-121.91,37.44,1669,225800
17868,-121.91,37.44,2174,255100
17869,-121.91,37.44,1212,212500
17870,-121.91,37.43,2791,224900
17871,-122.07,37.44,4599,225000
17872,-121.96,37.43,2514,158000
17873,-121.97,37.44,127,112500
17874,-121.99,37.4,3217,226700
17875,-121.99,37.4,1845,235300
17876,-121.99,37.39,3495,230700
17877,-122.02,37.4,2015,226800
17878,-122.01,37.4,4841,137500
17879,-122.0,37.4,5121,81300
17880,-122.0,37.4,4324,232400
17881,-122.0,37.4,1542,236900
17882,-122.01,37.4,1297,47500
17883,-122.0,37.39,2154,229800
17884,-121.96,37.41,3208,238000
17885,-121.97,37.4,2937,255500
17886,-121.96,37.39,1032,219300
17887,-121.95,37.39,5230,264100
17888,-121.95,37.38,765,87500
17889,-121.95,37.41,2164,137500
17890,-121.94,37.42,3936,112500
17891,-121.93,37.4,148,67500
17892,-121.91,37.36,3224,199700
17893,-121.92,37.36,198,137500
17894,-121.95,37.37,446,208300
17895,-121.95,37.36,3236,208600
17896,-121.95,37.36,3472,235600
17897,-121.93,37.35,1823,234100
17898,-121.93,37.34,2068,218500
17899,-121.98,37.37,1651,215400
17900,-121.98,37.36,1199,252100
17901,-121.98,37.37,995,217500
17902,-121.99,37.37,1797,237500
17903,-121.97,37.36,4841,254500
17904,-121.97,37.36,884,271200
17905,-121.97,37.35,1880,269900
17906,-121.96,37.36,5040,264500
17907,-121.96,37.36,2581,261400
17908,-121.97,37.35,815,258300
17909,-121.97,37.36,765,247600
17910,-121.98,37.36,1735,242700
17911,-121.98,37.36,1582,287200
17912,-121.98,37.36,1293,281900
17913,-121.98,37.36,1440,254600
17914,-121.99,37.36,1754,298300
17915,-121.99,37.36,2321,270300
17916,-121.99,37.36,2677,261800
17917,-121.99,37.36,2545,282200
17918,-121.98,37.35,1150,261100
17919,-121.99,37.35,1712,238900
17920,-121.99,37.35,3249,198400
17921,-121.99,37.35,1527,212200
17922,-121.98,37.35,1054,240000
17923,-121.97,37.35,1955,287100
17924,-121.98,37.34,3570,238700
17925,-121.98,37.34,6649,307400
17926,-121.99,37.34,3637,262900
17927,-121.96,37.35,1755,251300
17928,-121.97,37.34,3162,266100
17929,-121.97,37.35,1249,287100
17930,-121.96,37.35,1484,279900
17931,-121.95,37.35,832,244400
17932,-121.94,37.35,906,231600
17933,-121.94,37.35,1922,244000
17934,-121.95,37.35,1246,235500
17935,-121.95,37.35,1421,237900
17936,-121.95,37.35,2382,236100
17937,-121.94,37.34,2174,286500
17938,-121.94,37.34,3377,229300
17939,-121.94,37.34,2151,250000
17940,-121.94,37.33,1893,257600
17941,-121.94,37.33,1822,251100
17942,-121.94,37.34,3142,246100
17943,-121.95,37.34,5236,256100
17944,-121.95,37.33,1866,275900
17945,-121.95,37.33,1683,294700
17946,-121.96,37.33,3269,288300
17947,-121.96,37.33,2294,276900
17948,-121.96,37.34,2001,255400
17949,-121.96,37.34,844,254100
17950,-121.96,37.34,4438,288300
17951,-121.96,37.34,1461,252600
17952,-121.96,37.34,663,247800
17953,-121.98,37.33,2645,330500
17954,-121.98,37.33,3742,302400
17955,-121.99,37.34,3353,315600
17956,-121.97,37.33,8275,302100
17957,-121.98,37.33,3223,287600
17958,-121.98,37.33,1907,294300
17959,-121.99,37.33,1802,313900
17960,-121.99,37.33,2023,285800
17961,-121.98,37.31,3840,335900
17962,-121.99,37.3,4863,342000
17963,-122.0,37.3,5096,355200
17964,-121.98,37.32,9789,279800
17965,-121.99,37.32,4461,217700
17966,-121.98,37.31,2248,288900
17967,-121.98,37.31,2034,288300
17968,-121.99,37.31,3285,339600
17969,-121.97,37.32,4620,237500
17970,-121.96,37.32,1711,227700
17971,-121.95,37.32,1164,263200
17972,-121.95,37.32,1145,281900
17973,-121.95,37.31,4140,264600
17974,-121.96,37.31,4310,365500
17975,-121.96,37.31,3890,290900
17976,-121.97,37.31,7628,267500
17977,-121.97,37.31,5775,314900
17978,-121.97,37.3,5463,277300
17979,-121.95,37.32,726,270500
17980,-121.94,37.31,4238,307000
17981,-121.95,37.31,2462,329500
17982,-121.94,37.3,1758,332500
17983,-121.95,37.3,4193,293000
17984,-121.94,37.3,1455,262500
17985,-121.95,37.3,5641,267500
17986,-121.96,37.3,4228,227300
17987,-121.94,37.29,2593,212500
17988,-121.94,37.29,710,214100
17989,-121.95,37.27,1330,181300
17990,-121.95,37.28,777,262500
17991,-121.95,37.29,1503,234300
17992,-121.95,37.29,3734,260000
17993,-121.95,37.28,7027,242900
17994,-121.98,37.3,3404,283200
17995,-121.98,37.29,2120,283000
17996,-121.98,37.29,2750,264900
17997,-121.96,37.28,1940,280400
17998,-121.97,37.28,4707,296100
17999,-121.97,37.28,2427,277300
18000,-121.98,37.28,1182,269100
18001,-121.98,37.28,3688,272600
18002,-121.98,37.28,3526,275000
18003,-121.99,37.27,2937,273500
18004,-121.99,37.29,2930,344100
18005,-121.96,37.3,4040,303400
18006,-121.97,37.3,3340,275000
18007,-121.96,37.29,1240,283000
18008,-121.97,37.29,4096,300300
18009,-121.97,37.29,2721,265300
18010,-121.99,37.27,1527,278000
18011,-121.98,37.27,3075,269400
18012,-121.98,37.27,2658,298900
18013,-121.96,37.28,5018,273900
18014,-121.96,37.27,6114,269100
18015,-121.96,37.27,3347,286800
18016,-121.97,37.26,2174,255100
18017,-121.96,37.26,1408,333300
18018,-121.95,37.25,3298,332000
18019,-121.95,37.24,3109,413500
18020,-121.95,37.24,1382,405400
18021,-121.96,37.24,3032,430900
18022,-121.96,37.25,1018,371900
18023,-121.95,37.25,2906,268200
18024,-121.93,37.25,1089,252600
18025,-121.93,37.25,1354,234200
18026,-121.92,37.25,2231,243200
18027,-121.93,37.25,1555,260100
18028,-121.94,37.24,1484,245300
18029,-121.91,37.24,5046,274600
18030,-121.91,37.24,2327,272000
18031,-121.92,37.24,6777,279400
18032,-121.94,37.24,1741,290500
18033,-121.94,37.24,2561,363800
18034,-121.93,37.24,2574,335900
18035,-121.92,37.24,1265,281200
18036,-121.91,37.23,2614,271800
18037,-121.91,37.23,4866,405000
18038,-121.93,37.22,4872,500001
18039,-121.96,37.23,4423,476400
18040,-121.97,37.23,2781,445900
18041,-121.98,37.22,10088,500001
18042,-121.96,37.22,4709,500001
18043,-121.95,37.21,2345,500001
18044,-121.97,37.24,2553,436100
18045,-121.98,37.23,3585,396300
18046,-122.0,37.23,3191,500001
18047,-121.96,37.25,1858,339300
18048,-121.97,37.25,2892,367800
18049,-121.98,37.26,2331,340700
18050,-121.99,37.27,1214,347800
18051,-121.99,37.26,4034,442500
18052,-121.98,37.25,755,500001
18053,-121.99,37.25,1743,500001
18054,-121.97,37.25,2775,496400
18055,-121.99,37.25,4240,500001
18056,-121.98,37.24,3574,500001
18057,-122.0,37.27,1664,415800
18058,-122.01,37.27,3340,500001
18059,-122.02,37.26,2411,500001
18060,-122.02,37.26,1764,500001
18061,-122.01,37.25,1574,500001
18062,-121.99,37.26,2718,500001
18063,-122.01,37.26,2561,500001
18064,-122.03,37.25,2892,500001
18065,-122.04,37.24,1521,500001
18066,-122.02,37.24,2796,500001
18067,-122.03,37.29,3118,500001
18068,-122.02,37.29,2550,500001
18069,-122.02,37.29,3845,500001
18070,-122.01,37.29,3136,500001
18071,-122.01,37.28,2038,500001
18072,-122.0,37.28,3133,346100
18073,-122.0,37.28,2170,500001
18074,-122.0,37.28,2782,335900
18075,-122.03,37.27,4350,500001
18076,-122.03,37.28,3752,500001
18077,-122.02,37.28,3437,500001
18078,-122.01,37.27,3825,500001
18079,-122.06,37.27,1612,500001
18080,-122.04,37.29,3625,500001
18081,-122.03,37.27,4460,500001
18082,-122.04,37.26,4973,500001
18083,-122.06,37.33,1945,498800
18084,-122.06,37.32,3033,380800
18085,-122.05,37.31,4601,455500
18086,-122.05,37.31,4111,500001
18087,-122.06,37.3,5488,500001
18088,-122.07,37.33,2173,420000
18089,-122.06,37.33,4507,500001
18090,-122.07,37.31,4401,500001
18091,-122.08,37.3,2268,485300
18092,-122.08,37.31,2560,368900
18093,-122.04,37.34,4475,396200
18094,-122.06,37.34,2057,288300
18095,-122.05,37.33,2052,416300
18096,-122.04,37.33,2690,474700
18097,-122.05,37.33,3674,436400
18098,-122.04,37.33,4011,351200
18099,-122.04,37.32,2826,431400
18100,-122.04,37.31,2476,393800
18101,-122.04,37.31,3388,355100
18102,-122.04,37.3,1714,417000
18103,-122.04,37.3,2366,345900
18104,-122.03,37.31,2131,409100
18105,-122.04,37.3,3807,411300
18106,-122.01,37.3,4044,380600
18107,-122.01,37.31,6846,332000
18108,-122.0,37.31,3811,372700
18109,-122.0,37.3,3429,400700
18110,-122.03,37.31,2885,275700
18111,-122.03,37.3,3007,326300
18112,-122.03,37.3,3583,335300
18113,-122.02,37.31,2629,341400
18114,-122.02,37.31,2355,332500
18115,-122.02,37.3,1983,354600
18116,-122.02,37.3,2134,341900
18117,-122.02,37.32,4336,348300
18118,-122.02,37.31,2563,340100
18119,-122.03,37.32,5132,404800
18120,-122.0,37.32,3450,244500
18121,-122.01,37.31,1391,332700
18122,-122.01,37.32,3108,284000
18123,-122.0,37.31,4211,242200
18124,-122.02,37.33,3823,373600
18125,-122.03,37.33,4221,412300
18126,-122.03,37.34,1755,231200
18127,-122.02,37.34,1036,360600
18128,-122.0,37.33,4033,338700
18129,-122.02,37.35,2785,365700
18130,-122.02,37.35,3219,354400
18131,-122.02,37.34,1992,350000
18132,-122.02,37.34,2488,344700
18133,-122.03,37.34,5404,451800
18134,-122.03,37.35,3095,352100
18135,-122.01,37.35,2517,289500
18136,-122.0,37.35,4304,333000
18137,-122.0,37.34,1716,343100
18138,-122.0,37.34,3344,351500
18139,-122.01,37.34,3080,344200
18140,-122.05,37.35,2494,388100
18141,-122.05,37.34,2515,423900
18142,-122.05,37.34,1443,416500
18143,-122.06,37.34,3435,451400
18144,-122.04,37.35,3250,431600
18145,-122.04,37.34,3081,432600
18146,-122.03,37.35,1156,292900
18147,-122.04,37.35,1582,370100
18148,-122.04,37.34,1994,447300
18149,-122.03,37.34,1165,342400
18150,-122.04,37.34,2590,225000
18151,-122.04,37.34,3694,271500
18152,-122.05,37.37,1365,291400
18153,-122.05,37.36,2400,316900
18154,-122.05,37.36,2621,409700
18155,-122.06,37.35,1795,381800
18156,-122.06,37.36,2693,327500
18157,-122.06,37.37,2510,322700
18158,-122.04,37.37,5135,430100
18159,-122.03,37.36,2490,411900
18160,-122.04,37.35,2016,383000
18161,-122.05,37.36,1733,406800
18162,-122.04,37.36,3298,403000
18163,-122.05,37.37,3885,344700
18164,-122.03,37.36,2697,367400
18165,-122.02,37.35,2975,362200
18166,-122.02,37.35,1221,228400
18167,-122.03,37.35,3811,311400
18168,-122.03,37.37,3402,500001
18169,-122.02,37.36,2471,243800
18170,-122.02,37.36,2074,378000
18171,-122.01,37.36,1105,253600
18172,-122.02,37.36,1709,335200
18173,-122.01,37.36,2796,349000
18174,-122.01,37.36,2483,346300
